time,speed
0.0012810000000000876,0.0
0.0014310000000001821,0.0
0.0012240000000001139,0.0
0.0012930000000002106,0.0
0.0011820000000000164,0.0
0.0010380000000000944,0.0
0.0013240000000001029,0.0
0.001140000000000141,0.0
0.0010740000000000194,0.0
0.001060000000000061,905.0
0.0009479999999999489,905.0
0.001084000000000085,905.0
0.0010300000000000864,906.25
0.001142999999999894,906.25
0.0012920000000000709,907.5
0.0006939999999999724,905.0
0.001068000000000069,906.25
0.0007049999999999557,905.0
0.0005649999999999267,906.25
0.0005169999999998787,905.0
0.0007340000000000124,906.25
0.0014460000000000583,906.25
0.0011810000000000986,906.25
0.0012969999999998816,906.25
0.0012559999999999238,906.25
0.0014609999999999346,906.25
0.0011970000000001146,905.0
0.0006889999999999397,905.0
0.0005150000000000432,906.25
0.0004750000000000032,905.0
0.0006870000000001042,906.25
0.001379000000000019,905.0
0.0013099999999999223,905.0
0.0012289999999999246,906.25
0.0010950000000000681,905.0
0.0012939999999999063,906.25
0.0008719999999999839,905.0
0.0006669999999999732,906.25
0.0006340000000000234,906.25
0.0005729999999999347,905.0
0.0006729999999999237,906.25
0.0006559999999999899,905.0
0.0006099999999999994,906.25
0.0006809999999999317,906.25
0.0005530000000000257,906.25
0.0005830000000000002,906.25
0.0006279999999998509,905.0
0.0006599999999998829,906.25
0.0006960000000000299,906.25
0.0006829999999999892,905.0
0.0005450000000000177,905.0
0.0007530000000000037,906.25
0.0005499999999998284,906.25
0.0005020000000000024,906.25
0.00047200000000002795,906.25
0.00046899999999983066,905.0
0.0004900000000001015,905.0
0.0007559999999999789,905.0
0.0006740000000000634,907.5
0.0006619999999999404,906.25
0.0006819999999998494,905.0
0.000692000000000137,906.25
0.0005769999999998277,905.0
0.0006660000000000554,907.5
0.0005489999999999107,905.0
0.0005729999999999347,906.25
0.0006019999999999914,906.25
0.0005649999999999267,905.0
0.0006739999999998414,905.0
0.0006010000000000737,905.0
0.0006360000000000809,905.0
0.0006900000000000794,905.0
0.0006789999999998741,906.25
0.0006079999999999419,906.25
0.0005690000000000417,905.0
0.0005819999999998604,906.25
0.0006010000000000737,905.0
0.0006239999999999579,906.25
0.0007060000000000954,905.0
0.0005830000000000002,905.0
0.0005710000000000992,905.0
0.0006929999999998326,910.0
0.0006690000000000307,906.25
0.0006510000000001792,911.25
0.0005999999999999339,906.25
0.0005410000000001247,905.0
0.0005779999999999674,902.5
0.0005960000000000409,902.5
0.0006909999999999972,901.25
0.0005230000000000512,906.25
0.0004870000000001262,905.0
0.0007090000000000707,906.25
0.0005380000000001495,905.0
0.0006740000000000634,905.0
0.0018249999999999655,905.0
0.0012319999999998998,906.25
0.0011280000000000179,903.75
0.0012699999999998823,905.0
0.0014620000000000744,902.5
0.0013490000000000446,902.5
0.0010930000000000106,905.0
0.001210999999999851,906.25
0.0006639999999999979,906.25
0.0006399999999999739,906.25
0.000676000000000121,905.0
0.0006679999999998909,906.25
0.0006429999999999492,905.0
0.0006230000000000402,906.25
0.0008779999999999344,906.25
0.0006869999999998821,905.0
0.0005780000000001895,902.5
0.0015089999999999826,906.25
0.0014000000000000679,907.5
0.0011819999999997943,905.0
0.0011110000000000841,907.5
0.0014289999999999026,905.0
0.0013009999999999966,907.5
0.0015150000000001551,902.5
0.0013399999999998968,903.75
0.0013499999999999623,906.25
0.0011850000000002137,905.0
0.0010300000000000864,910.0
0.0006980000000000874,905.0
0.0006300000000001305,905.0
0.0004990000000000272,905.0
0.00046999999999997044,905.0
0.0006890000000001617,907.5
0.0005900000000000905,905.0
0.0006999999999999229,906.25
0.0006749999999999812,905.0
0.000616000000000172,906.25
0.0005690000000000417,905.0
0.0006889999999999397,911.25
0.0005150000000000432,903.75
0.000476000000000143,907.5
0.0005380000000001495,905.0
